IMSI,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8,model_9,model_10,model_11,model_12
d2901b6b9f2fb91ca0e86bdceebf54bd,Y330/G615-U10I/G630-U00,Y330/G615-U10I/G630-U00,Y330/G615-U10I/G630-U00,Y330/G615-U10I/G630-U00,Y330/G615-U10I/G630-U00,Y330/G615-U10I/G630-U00,Y330/G615-U10I/G630-U00,Y330/G615-U10I/G630-U00,HUAWEI G630-U00,HUAWEI G630-U00,HUAWEI G615-U10,HUAWEI G630-U00
4626b09a9bfe94cc8764784fb8ee9165,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,HUAWEI P7-L09,HUAWEI P7-L09,HUAWEI C8817L,HUAWEI P7-L09
8da223e8702e97f06bacc24645487502,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,MediaPad X1 7.0,T1-823L,T1-823L,7D-503L,7D-503L
aac67d8f44415889ca7a704817eb06c7,Honor 3X,Honor 3X,A820,H3,X2-TO,X2-TO,X2-TO,X2-TO,Lenovo X2-TO,Lenovo X2-TO,Lenovo X2-TO,Lenovo X2-TO
d507617a7d73595c8cfb03f41d6cd453,G620,G620,G620,G620,G620,G620,G620,G620,HUAWEI G620-L75,HUAWEI G620-L75,HUAWEI G620-L75,HUAWEI G620-L75
bb41586853c216d3bce466e4d1ec100c,Ascend G510(G510-0010),Ascend G510(G510-0010),MT2-L05(Mate 2),MT2-L05(Mate 2),MT2-L05(Mate 2),MT2-L05(Mate 2),MT2-L05(Mate 2),MT2-L05(Mate 2),HUAWEI MT2-L05,HUAWEI MT2-L05,HUAWEI G7-UL00,HUAWEI G7-UL20
9480175c488af6063d572a6f61735701,T8950,A820e,A820e,A820e,A820e,A820e,A820e,A820e,Lenovo A820e,Lenovo A820e,Lenovo A820e,Lenovo A820e
01b75d9f06aac448c164c1eae38d24d7,Ascend G730,Ascend G730,iPhone 4,iPhone 4,iPhone 4,iPhone 4,iPhone 4,iPhone 4,A1332,A1332,A1332,HUAWEI G730-U00
ff6aa10829f0db09f89b4459df06f117,Ascend P7-L00,Ascend P7-L00,Ascend P7-L00,Ascend P7-L00,Ascend P7-L00,Ascend P7-L00,Ascend P7-L00,Ascend P7-L00,HUAWEI P7-L00,HUAWEI P7-L00,HUAWEI P7-L00,HUAWEI P7-L00
62d74087172035590dfa168612d00e74,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,H30-U10,H30-U10,H30-U10,H30-U10
8b6a79797f9aa3ff4ec6d208609aee29,P6-U06,P6-U06,P6-U06,P6-U06,P6-U06,P6-U06,P6-U06,P6-U06,HUAWEI P6-U06,HUAWEI P6-U06,HUAWEI P6-U06,HUAWEI P6-U06
d345f3b50af8be10a5e676d9e4e9d486,U8500,HS-EG906,HS-EG906,HS-EG906,HS-EG906,HS-EG906,A680/A880,A680/A880,Lenovo A880,Lenovo A880,Lenovo A680,Lenovo A680
2ce4226e67e34b684c270b28d15aa373,C199,C199,C199,C199,C199,C199,C199,C199,HUAWEI C199s,HUAWEI C199s,HUAWEI C199,HUAWEI C199
a1920562ac415325d265750bd34c0cdc,G525-U00,G525-U00,G525-U00,G525-U00,G525-U00,G525-U00,G525-U00,iPhone 6 (A1586),HUAWEI G525-U00,HUAWEI G525-U00,HUAWEI G525-U00,HUAWEI G525-U00
f9f384688be00472e402c8336231698b,U5500,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02,H60-L02
25cfa9ec6acc11cfac96c68c6ce76305,Ascend Y330,Ascend Y330,Ascend Y330,Ascend Y330,Ascend Y330,Y330/G615-U10I/G630-U00,Y330/G615-U10I/G630-U00,Y330/G615-U10I/G630-U00,HUAWEI G630-U00,HUAWEI G630-U00,HUAWEI G615-U10,HUAWEI G630-U00
d96e7dc1b0e99ae03a686af4a5506a03,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,HUAWEI G750-T00,HUAWEI G750-T00,HUAWEI G750-T00,HUAWEI G750-T00
7fec1217cede04e6bbc99e7de75a8f88,Honor 3C(CU),H30-U10,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10
7f94d9c25ac30900baf95d456c04ad01,Hol-U10,Hol-U10,Hol-U10,Hol-U10,Hol-U10,Hol-U10,Hol-U10,Hol-U10,Hol-U10,Hol-U10,Hol-U10,Hol-U10
7e35024027a700abad3a2bf88c4a0be2,Y310-T10,Y310-T10,Y310-T10,Y310-T10,Y310-T10,Y310-T10,Y310-T10,Y310-T10,HUAWEI G750-T01,HUAWEI G750-T01,HUAWEI G750-T01,HUAWEI G750-T01
64c4233a9cb48308a0d9fe0b8cfd1224,G6301,G6301,G6301,G6301,G6301,G6301,G6301,G6301,HUAWEI G6-T00,HUAWEI G6-T00,HUAWEI G6-T00,HUAWEI G6-T00
f387ab5984892e7ead2b371f3c978be8,HN3-U01,HN3-U01,HN3-U01,HN3-U01,HN3-U01,HN3-U01,HN3-U01,HN3-U01,HUAWEI HN3-U01,HUAWEI HN3-U01,HUAWEI HN3-U01,HUAWEI HN3-U01
53e4f73823054f4e3551b3722ae11680,Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),H30-U10,H30-U10,H30-U10,H30-U10
992f34f425bd0765b1cf6fd150ef4c47,Magnolia,Magnolia,Magnolia,Magnolia,Magnolia,Magnolia,Honor 6,Honor 6,H60-L12,H60-L12,H60-L12,H60-L12
c718efec176a4a74b713aa1872d6988e,Ascend Y330,Ascend Y330,Ascend Y330,Ascend Y330,Y330/G615-U10I/G630-U00,Y330/G615-U10I/G630-U00,Y330/G615-U10I/G630-U00,Y330/G615-U10I/G630-U00,HUAWEI G630-U00,HUAWEI G630-U00,HUAWEI G615-U10,HUAWEI G630-U00
da01fa7b3fc8b39280bb639df2f2ec51,Y511-T00,Y511-T00,Y511-T00,Y511-T00,Y511-T00,Y511-T00,U8825D,U8825D,M463M,M463M,M463M,M463M
fab2e483aa5c13353e67a6ab2b394825,Y511,Y511,Y511,Y511,Y511,Y511,Y511,Y511,HUAWEI Y511-T00,HUAWEI Y511-T00,HUAWEI Y511-T00,HUAWEI Y511-T00
9d30c1df914aae12fa9012a8130f7b9c,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,"ATH-AL00,HUAWEI RIO-AL00","ATH-AL00,HUAWEI RIO-AL00",HUAWEI RIO-AL00,HUAWEI RIO-AL00
53298b9cc3908f09b915335d397c80b0,Y320-T00,Y320-T00,Y320-T00,Y320-T00,Y320-T00,Y320-T00,Y320-T00,A3600-d,Lenovo A3600-d,Lenovo A3600-d,Lenovo A3600-d,Lenovo A3600-d
223e52b3598faa959948c95d7986a851,Honor 3X,Honor 3X,Honor 3X,Honor 3X,Honor 3X,Honor 3X,Honor 3X,Honor 3X,HUAWEI G750-T20,HUAWEI G750-T20,HUAWEI G750-T20,HUAWEI G750-T20
0a4640f56ee417ff4ee3f4f19d984e4c,Che1-CL10,Che1-CL10,Che1-CL10,Che1-CL10,Che1-CL10,Honor 4X CT,Honor 4X CT,Honor 4X CT,Che1-CL10,Che1-CL10,Che1-CL10,Che1-CL10
afbca09134350bfe4d8d9594031c8ea3,Magnolia,Magnolia,Magnolia,Magnolia,Honor 6,Honor 6,Honor 6,Honor 6,H60-L12,H60-L12,H60-L12,H60-L12
8b5c8f50e34d6b3bb6398989f5b02eb5,GTM900-C,GTM900-C,GTM900-C,GTM900-C,GTM900-C,GTM900-C,GTM900-C,GTM900-C,GTM900-C,GTM900-C,GTM900-C,GTM900-C
94a831927dae21f616f42e8365e7107a,Che2-UL00,Che2-UL00,Che2-UL00,Che2-UL00,Che2-UL00,Che2-UL00,Che2-UL00,Che2-UL00,Che2-UL00,Che2-UL00,Che2-UL00,Che2-UL00
99a9eaa4c10bd391f86e8c3eb3e34668,G610-T11,G610-T11,G610-T11,G610-T11,G610-T11,G610-T11,G610-T11,G610-T11,HUAWEI G610-T11,HUAWEI G610-T11,HUAWEI G610-T11,HUAWEI G610-T11
2236925b7a6616021b8dac5b99df32da,G631,G631,Redmi X,Redmi X,Redmi X,Redmi X,Redmi X,Redmi X,2014811,2014811,2014811,2014811
67811c63ed0a86bd412ba06730014f57,P6-C00,P6-C00,P6-C00,P6-C00,P6-C00,P6-C00,M100-CL00/M100-CL10,M100-CL00/M100-CL10,HUAWEI GRA-CL10,HUAWEI GRA-CL10,HUAWEI GRA-CL00,HUAWEI GRA-CL00
60e2c8cb822b374a6c670aef6eb573cc,Y220T,Y220T,Y220T,Y220T,Y220T,Y220T,Y220T,Y220T,HUAWEI Y 220T,HUAWEI Y 220T,"5030,5030C-2","5030,5030C-2"
21498471ddf030a1abdebfde75a81af8,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,H30-T00,H30-T00,H30-T00,H30-T00
e20310915db5d1067ad650ef1f4c8cd4,G610-C00,G610-C00,Coolpad 5316,Coolpad 5316,Coolpad 5316,Coolpad 5316,Coolpad 5316,Coolpad 5316,Coolpad 5316,Coolpad 5316,Coolpad 5313,SM-N9006
202bc3d09cb2da2c7e9501d0d2813969,Ascend G730,BD717,BD717,BD717,BD717,BD717,BD717,BD717,HUAWEI G730-U00,HUAWEI G730-U00,PLK-AL10,PLK-AL10
9f23610148a069138774cf27408c865e,G5000,G5000,G5000,G5000,G5000,G5000,G5000,G5000,HUAWEI G5000,HUAWEI G5000,HUAWEIG5000,HUAWEIG5000
81a88c2a2bca4566eb37bb91eee192a4,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,Lenovo A850,Lenovo A850,Lenovo A850
b5358a26a1e868331a383b07018435c9,Ascend G510(G510-0010),Ascend G510(G510-0010),Ascend G510(G510-0010),Ascend G510(G510-0010),Ascend G510(G510-0010),Ascend G510(G510-0010),Ascend G510(G510-0010),Ascend G510(G510-0010),HUAWEI G510-0010,HUAWEI G510-0010,A1429,A1429
a6f82b63a813696fe6f40ffb480ae22a,B199,B199,B199,B199,B199,B199,B199,B199,HUAWEI B199,HUAWEI B199,HUAWEI B199,HUAWEI B199
ff4af7582312d5b28bb37216f36db862,G660,G660,G660,G660,G660,G660,G660,G660,HUAWEI G660-L075,HUAWEI G660-L075,HUAWEI G660-L075,HUAWEI G660-L075
0b53a824f1f0a52c1b31c60896581fcb,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,HUAWEI G750-T00,HUAWEI G750-T00,HUAWEI G750-T00,HUAWEI G750-T00
4bc1c16dfcfebae79d75cdbfb797cb98,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,HUAWEI G750-T00,HUAWEI G750-T00,HUAWEI G750-T00,HUAWEI G750-T00
f2d8bf35705e99c6ea40fa0ccfbb2397,Y310-5000,Y310-5000,Y310-5000,Y310-5000,Y310-5000,Y310-5000,Y310-5000,A208t,Lenovo A208t,Lenovo A208t,Lenovo A30t,Lenovo A30t
fab2abf0b54847a7bf78ad4600f4d07a,G610-U00,Honor 3X,Honor 3X,Honor 3X,Honor 3X,Honor 3X,Honor 3X,Honor 3X,HUAWEI G750-T20,HUAWEI G750-T20,HUAWEI G750-T20,HUAWEI G750-T20
5f44a78adf3db98512e321f7f4bd8973,G610-U00,G610-U00,G610-U00,G610-U00,G610-U00,G610-U00,G610-U00,G610-U00,A1586,A1586,A1586,A1586
eea465fc4563946ee1bb69448dc4b6c5,Y320-T00,Y320-T00,Y320-T00,Y320-T00,Y320-T00,Y320-T00,Y320-T00,Y320-T00,HUAWEI Y320-T00,HUAWEI Y320-T00,HUAWEI Y320-T00,Coolpad 8702D
b4765b5442d698db37d67fc06a4553b9,ETS5623 VERG,ETS5623 VERG,ETS5623 VERG,ETS5623 VERG,ETS5623 VERG,ETS5623 VERG,ETS5623 VERG,ETS5623 VERG,ETS5623 VERG,ETS5623 VERG,ETS5623VERG,ETS5623VERG
7653f83585bc12e8420d25f077226f8a,Y550,Y550,Y550,Y550,Y550,Y550,Y550,Y550,HUAWEI G750-T01,HUAWEI G750-T01,HUAWEI G750-T01,HUAWEI G750-T01
1c423338fc6c923fb743f19d4e6d6029,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,HUAWEI P7-L09,HUAWEI P7-L09,HUAWEI C8817L,HUAWEI P7-L09
32f1b2d5464b4f3bbadd38075902e696,G520-0000,G520-0000,G520-0000,G520-0000,G520-0000,G520-0000,G520-0000,G520-0000,HUAWEI G520-0000,HUAWEI G520-0000,HUAWEI G520-0000,HUAWEI G520-0000
ca98a95bc5edc45c8110b3147d3c35ec,Y210-0010,Y210-0010,GT-N7000,GT-N7000,Y623,Y623,Y623,Y623,vivo Y23L,vivo Y23L,vivo Y23L,vivo Y23L
b34aa0a382e8bba62fdf2776b41876a4,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,Ascend G750,HUAWEI G750-T00,HUAWEI G750-T00,HUAWEI G750-T00,HUAWEI G750-T00
eff18d86c7c69b06db175e6903977abf,Y310-5000,Y310-5000,Y310-5000,iPhone 4,iPhone 4,iPhone 4,iPhone 4,iPhone 4,A1332,A1332,A1332,A1332
e41181a79ce983942625e069998dd3b6,Y511-T00,Redmi Note/Redmi 1S,G621-TL00,G621-TL00,G621-TL00,G621-TL00,G621-TL00,G621-TL00,HUAWEI ALE-TL00,HUAWEI ALE-TL00,HUAWEI ALE-TL00,HUAWEI ALE-TL00
a6deced9094b993b16510f84260ace35,Y511,OK109,Y511,EMULATIONAL,Y511,Y511,Y511,Y511,HUAWEI Y511-T00,HUAWEI Y511-T00,HUAWEI Y511-T00,HUAWEI Y511-T00
31b9479f815c996ac37dc7cdd00e1a68,G610-T11,G610-T11,G610-T11,G610-T11,G610-T11,G610-T11,G610-T11,G610-T11,HUAWEI G610-T11,HUAWEI G610-T11,HUAWEI G610-T11,HUAWEI G610-T11
898dab00b0127e0d7e67834097097249,Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),H30-U10,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10
890a247e43529d08971ad2f58f40d26c,G730-U00,G730-U00,G730-U00,G730-U00,G730-U00,G730-U00,G730-U00,G730-U00,HUAWEI G730-U00,HUAWEI G730-U00,HUAWEI G730-U00,HUAWEI G730-U00
eff83e3d5181469eabab070b23a55904,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00,G620S-UL00
5710242bb63a413e4e40de6d4a03b577,U5500,U5500,U5500,U5500,SM705,SM705,SM705,SM705,SM705,SM705,RM-984,RM-984
842da627e190fcdb35abfa43d9f6d7c0,G610-U00,G610-U00,G610-U00,G610-U00,G610-U00,G610-U00,G610-U00,G610-U00,HUAWEI G610-U00,HUAWEI G610-U00,HUAWEI G610-U00,HUAWEI G610-U00
b56c5c9011e98f848cb6a07509fd8d3c,Y500-T00,Y500-T00,Y500-T00,Y500-T00,Y500-T00,Y500-T00,GT-S7568I,GT-S7568I,GT-S7568I,GT-S7568I,GT-S7568I,GT-S7568I
1af2439015ddc04eebfa36912f1fae8a,MT1-U06,MT1-U06,MT1-U06,H3X,H3X,H3X,H3X,H3X,2014912,2014912,2014912,2014912
03da8d228ced59ea2a60ab83bb60172a,Y511,Y511,Y511,Y511,Y511,Y511,Y511,Y511,HUAWEI Y511-T00,HUAWEI Y511-T00,HUAWEI Y511-T00,HUAWEI Y511-T00
3a9230e25c563eb8c7c9ad01b894aba1,G5000,G5000,G5000,G5000,G5000,G5000,G5000,G5000,HUAWEI G5000,HUAWEI G5000,HUAWEIG5000,HUAWEIG5000
6a6e93c85cd1c43ea1cb5c62cd7767bd,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10
be17251e49a40d7abea1188ed7df450a,E1552,E1552,E1552,E1552,E1552,E1552,P6-T00,P6-T00,HUAWEI P6-T00,HUAWEI P6-T00,HUAWEI P6-T00,HUAWEI P6-T00
c2a76397b45578480981e5ec39266e89,Y220T,Y220T,Y220T,Y220T,Y220T,Y220T,Y220T,Y220T,HUAWEI Y 220T,HUAWEI Y 220T,HUAWEI Y 220T,HUAWEI Y 220T
b952ae5ae9e208cd03ab5aec6a8d5aa2,G700-U00,G700-U00,G700-U00,G700-U00,G700-U00,G700-U00,G700-U00,SM-G8508S,SM-G8508S,SM-G8508S,SM-G8508S,SM-G8508S
3072165e88c7aca1f5a7ebafe2dbab82,G5000,G5000,G5000,G5000,G5000,G5000,G5000,G5000,HUAWEI G5000,HUAWEI G5000,HUAWEIG5000,HUAWEIG5000
6014c74678a34b780a83c078015ad3b9,Honor 3C(CM),Honor 3C(CM),Honor 3C(CM),Honor 3C(CM),Honor 3C(CM),Honor 3C(CM),Honor 3C(CM),Honor 3C(CM),H30-T10,H30-T10,H30-T10,2015021
a08f0c1ad3bf5f50bfb6aa9ca3c5768f,T552,T552,T552,T552,T552,T552,T552,T552,HUAWEI T552,HUAWEI T552,HUAWEIT552,HUAWEIT552
64d67b982bfa1835666be99324e30042,T8830,T8830,T8830,T8830,T8830,T8830,T8830,T8830,HUAWEI T8830,HUAWEI T8830,HUAWEI T8830,HUAWEI T8830
53266ab60ef476f6abb9d397301bc378,G621-TL00M,G621-TL00M,G621-TL00M,G621-TL00M,G621-TL00M,G621-TL00M,G621-TL00M,G621-TL00M,G621-TL00M,G621-TL00M,G621-TL00M,G621-TL00M
144730f40bba24dcafdc43b03069f399,S8600,S8600,S8600,S8600,S8600,MI 2,MI 2,Y511,Lenovo A658t,A1332,2013061,IPHONE4S(A1387)
b50bfb5829ac187d74754e6f8711a0fd,F316,F316,F316,F316,F316,F316,F316,F316,F316,F316,F316,F316
e30f101bcb0582950deacdd3989e46c4,Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),H30-U10,H30-U10,H30-U10,H30-U10
42d663d6b0d9e1bdc7cb1b3a929e1510,MediaPad X1 7.0,H30-U10,NX503J/NX504J/NX505J/NX506J/NX507J,MediaPad X1 7.0(7D-501U),MX4(M460),MX4(M460),MX4(M460),MediaPad X1 7.0(7D-501U),M462,M462,M462,M462
0e3c009732fc3779bfbf8a81984d4e20,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,HUAWEI G610-U00,HUAWEI G610-U00,HUAWEI G610-U00,HUAWEI G610-U00
54b6b8f2e44de244a97a2a00c47b0dc5,Honor 3C(CM),Honor 3C(CM),Honor 3C(CM),Honor 3C(CM),Honor 3C(CM),Honor 3C(CM),Honor 3C(CM),Honor 3C(CM),H30-T10,H30-T10,H30-T10,H30-T10
c7fa070c884e84b11ff9f2f0353232b0,G610S/Ascend G610,G610+,G610+,G610+,G610+,G610+,G610+,G610+,HUAWEI G610-U00,HUAWEI G610-U00,HUAWEI G610-U00,HUAWEI G610-U00
081412baabce1a80c1cb1613a785409f,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,G610S/Ascend G610,HUAWEI G610-U00,HUAWEI G610-U00,HUAWEI G610-U00,HUAWEI G610-U00
8213ce06da4f0f14fcc1e48d54a3abbe,Y511-U00,Y511-U00,Y511-U00,Y511-U00,G621-TL00M,G621-TL00M,G621-TL00M,G621-TL00M,G621-TL00M,G621-TL00M,G621-TL00M,G621-TL00M
84dc35c1a0a2c4bd55fbe873540c8240,VT312A,VT312A,VT312A,G6-U00,G6-U00,G6-U00,G6-U00,G6-U00,HUAWEI G6-U00,HUAWEI G6-U00,HUAWEI G6-U00,HUAWEI G6-U00
0053440eb02fc6672f2c43c0efd6a0fa,U9200,U9200,U9200,U9200,U9200,U9200,U9200,U9200,HUAWEI U9200,HUAWEI U9200,HUAWEI U9200,HUAWEI U9200
189d38885a4a589e76385ac027dbf7f8,G610+,D688,G610+,G610+,G610+,G610+,G610+,G610+,HUAWEI G610-U00,HUAWEI G610-U00,HUAWEI G610-U00,HUAWEI G610-U00
7820ef2ba360fa57e2b186385ceb8927,G631,G631,G631,G631,G631,G631,G631,G631,Hol-T00,Hol-T00,Hol-T00,Hol-T00
c10c0e5cfe22a70792e20be49bb14f9e,P6-U06,P6-U06,P6-U06,P6-U06,P6-U06,P6-U06,T8951,T8951,HUAWEI P6-U06,HUAWEI P6-U06,LETVX500,Letv X500
b970be0ca734a3dde1de32683fc3f60a,Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),MI 4,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10,H30-U10
9d11ed35dacd54f4ff52c7843687201c,Ascend G510(G510-0010),Ascend G510(G510-0010),Ascend G510(G510-0010),M1,M1,M1,M1,M1,Pioneer M1,Pioneer M1,Pioneer M1,Pioneer M1
eb1bf1f8d5da7866b0329277d14e4ba5,Ascend Y330,Ascend Y330,Ascend Y330,Ascend Y330,Y330/G615-U10I/G630-U00,Y330/G615-U10I/G630-U00,Y330/G615-U10I/G630-U00,Y330/G615-U10I/G630-U00,HUAWEI G630-U00,HUAWEI G630-U00,HUAWEI G615-U10,HUAWEI G615-U10
0d566039cf0e75e7feabf08e983cb8d5,Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),H30-U10,H30-U10,H30-U10,H30-U10
d6aaab77f237aa136e9fbc48da9204f7,Honor 3C(CU),Honor 3C(CU),MI 4,MI 4,MI 4,MI 4,MI 4,MI 4,2014719,2014719,2014719,2014719
da40ffc41fdb3f9f23c1c423cf776e4b,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,Honor 3C,H30-L02,H30-L02,H30-L02,H30-L02
a579908b387ff4b5527923c047ef4d07,S6510,S6510,S6510,A809,A809,A809,A809,A809,SAGA A809,SAGA A809,SAGA A809,SAGA A809
049fe2c3c842eecd0229621b996e6d2c,Y325,Y325,Y325,Y325,Y325,Y325,Y325,Y325,HUAWEI Y325-T00,HUAWEI Y325-T00,HUAWEI TIT-AL00,HUAWEI TIT-AL00
6a667919ca9e0028fee64193d5000754,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,HUAWEI P7-L00,HUAWEI P7-L00,HUAWEI P7-L00,HUAWEI P7-L00
d4efb2092f47d0abcc13106a172a52c4,P6-T00,P6-T00,iPhone 6 (A1586),iPhone 6 (A1586),iPhone 6 (A1586),iPhone 6 (A1586),iPhone 6 (A1586),iPhone 6 (A1586),A1586,A1586,A1586,A1586
fa09522b7f6d889c4228fcae10666e0e,E1552,E1552,E1552,E1552,E1552,P6-T00,P6-T00,P6-T00,HUAWEI P6-T00,iPhone 5 (A1428),IPHONE5(A1428),IPHONE5(A1428)
44bf59bc58d129889f6c7924e45dc0a2,Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),H30-U10,H30-U10,H30-U10,H30-U10
bffc5137b13884236d5ae9de97584f40,Ascend Y300,Ascend Y300,Ascend Y300,Ascend Y300,Ascend Y300,Ascend Y300,Ascend Y300,Ascend Y300,HUAWEI Y300-0000,HUAWEI Y300-0000,HUAWEI Y300-0000,HUAWEI Y300-0000
cc2d7ea96ee58c3f90d4fe8c7bf90449,VT312A,VT312A,VT312A,VT312A,VT312A,VT312A,VT312A,VT312A,HUAWEI G6-U00,HUAWEI G6-U00,HUAWEI G6-U00,HUAWEI G6-U00
7d2f798815bc010eafc070264fbf8d84,Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),H30-U10,H30-U10,H30-U10,PE-UL00,PE-UL00,PE-UL00,PE-UL00
2c25d83a56d824b4ee6a6aacfde28be4,Y511-T00,Y511-T00,Y511-T00,Y511-T00,Y511-T00,Y511-T00,Y511-T00,G750-T01(Honor 3x),HUAWEI G750-T01,HUAWEI G750-T01,HUAWEI G750-T01,HUAWEI G750-T01
7e1a972fc3067e117fa2a1fe50272ae4,E1552,E1552,E1552,E1552,E1552,E1552,E1552,E1552,HUAWEI P6-T00,HUAWEI P6-T00,A1586,A1586
b8675551f55e2101fac2908f3cbca5ba,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,RAZR Maxx V6,RAZR Maxx V6,Redmi Note(CU),HUAWEI G730-T00,HUAWEI G730-T00,HUAWEI G700-T01,HUAWEI G700-T01
957fc812486d1d04edd03363b8b6900c,G610-U00,G610-U00,G610-U00,G610-U00,G610-U00,G610-U00,G610-U00,G610-U00,HUAWEI G610-U00,HUAWEI G610-U00,HUAWEI G610-U00,HUAWEI G610-U00
bfe053f9ac340a9907e29e1c9d582055,G525-U00,2610,MI 4,MI 4,MI 4,MI 4,MI 4,MI 4,2014719,2014719,IPHONE5(A1428),2014719
d8a1069cfee7598816f43a0e62bb3ae1,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,Ascend P7,HUAWEI P7-L07,HUAWEI P7-L07,HUAWEI P7-L07,HUAWEI P7-L07
b67311c5362ba5af6c703b918e09924f,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,Ascend G730,HUAWEI G730-U30,meetuu G7,meetuu G7,meetuu G7
aa6c4c5b19e57d969926766879d77c2e,T520,B199,B199,B199,B199,B199,B199,B199,HUAWEI B199,HUAWEI B199,HUAWEI B199,HUAWEI B199
63551c0d2f239d45c8de816f034a224e,Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),H30-U10,H30-U10,H30-U10,H30-U10
f7902de0fb74e6794a4509b4a0a8e108,P6S-U06,P6S-U06,P6S-U06,P6S-U06,P6S-U06,P6S-U06,P6S-U06,SM-A5000,SM-A5000,SM-A5000,SM-A5000,SM-A5000
3cb4be3b976d15fc2f2ff160c1347c8f,Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),Honor 3C(CU),H30-U10,H30-U10,HUAWEI MT7-TL10,HUAWEI MT7-TL10,HUAWEI MT7-TL10,HUAWEI MT7-TL10
2801e5d0112909336ebde809da1ff927,Y330/G615-U10I/G630-U00,Y330/G615-U10I/G630-U00,Y330/G615-U10I/G630-U00,iPhone 4S,iPhone 4S,iPhone 4S,Y330/G615-U10I/G630-U00,Shine-TL00,CHM-TL00H,A1530,A1530,A1530
ec133c386c0bf8d58c971f25ac57eb05,V830S,V830S,V830S,V830S,V830S,V830S,V830S,V830S,HUAWEI G6-C00,HUAWEI G6-C00,HUAWEI G6-C00,HUAWEI G6-C00
